index,typeIndex,typeName,ownerCandidate,x,y,nativeX,movesUsed,hpLost,workProgress,commodity,orders,orderName,civ2State,freecivActivity,homeCityIndex,homeCityName,gotoX,gotoY,links,flagBytes,movedCandidate,veteranCandidate,starCandidate
202,11,"Riflemen",3,56,72,28,0,255,255,200,4,"Build Fortress","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
203,11,"Riflemen",3,56,72,28,0,255,255,255,5,"Build Road/Railroad","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
204,10,"Alpine Troops",3,53,73,26,128,255,255,202,5,"Build Road/Railroad","Idle","Idle",,"",,,"","00 01 00",false,false,false
205,27,"Fighter",3,56,82,28,0,255,255,201,4,"Build Fortress","Idle","Idle",,"",,,"","00 ff 00",false,true,false
206,27,"Fighter",3,53,73,26,128,255,255,198,3,"Sentry","Idle","Idle",15,"London",,,"","00 ff 00",false,true,false
207,28,"Bomber",3,53,73,26,128,255,255,204,4,"Build Fortress","Idle","Idle",,"",,,"","00 ff 00",false,true,false
208,10,"Alpine Troops",3,66,74,33,0,255,255,206,4,"Build Fortress","Fortify","Fortifying",,"",,,"","00 ff 03",false,true,true
209,10,"Alpine Troops",3,66,74,33,0,255,255,255,33,"Unknown (33)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
210,11,"Riflemen",3,66,74,33,0,255,255,208,33,"Unknown (33)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
211,11,"Riflemen",3,63,67,31,0,255,255,209,33,"Unknown (33)","Fortify","Fortifying",14,"Damascus",,,"","00 01 03",false,false,true
212,11,"Riflemen",3,63,67,31,0,255,255,255,32,"Unknown (32)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
213,11,"Riflemen",3,59,65,29,0,255,255,211,32,"Unknown (32)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
214,11,"Riflemen",3,59,65,29,0,255,255,255,1,"Fortify","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
215,11,"Riflemen",3,59,65,29,0,255,255,213,1,"Fortify","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
216,11,"Riflemen",3,59,59,29,0,255,255,214,1,"Fortify","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
217,11,"Riflemen",3,59,59,29,0,255,255,178,28,"Unknown (28)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
218,11,"Riflemen",3,56,54,28,0,255,255,216,28,"Unknown (28)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
219,11,"Riflemen",3,56,54,28,0,255,255,177,27,"Unknown (27)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
220,11,"Riflemen",3,56,54,28,0,255,255,218,27,"Unknown (27)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
221,41,"Submarine",3,8,28,4,0,255,255,219,27,"Unknown (27)","Idle","Idle",,"",,,"","00 01 00",false,false,false
222,41,"Submarine",3,4,40,2,0,255,255,255,255,"None","Idle","Idle",,"",,,"","00 ff 00",false,true,false
223,41,"Submarine",3,10,36,5,0,255,255,255,255,"None","Idle","Idle",,"",,,"","00 ff 00",false,true,false
224,41,"Submarine",3,13,15,6,0,255,255,255,255,"None","Idle","Idle",,"",,,"","00 ff 00",false,true,false
225,41,"Submarine",3,23,15,11,0,255,255,255,255,"None","Idle","Idle",,"",,,"","00 ff 00",false,true,false
226,41,"Submarine",3,18,22,9,0,255,255,255,255,"None","Idle","Idle",,"",,,"","00 ff 00",false,true,false
227,41,"Submarine",3,26,26,13,0,255,255,255,255,"None","Idle","Idle",,"",,,"","00 ff 00",false,true,false
228,41,"Submarine",3,29,55,14,0,255,255,255,255,"None","Idle","Idle",,"",,,"","00 ff 00",false,true,false
229,41,"Submarine",3,20,44,10,0,255,255,255,255,"None","Idle","Idle",,"",,,"","00 ff 00",false,true,false
230,41,"Submarine",3,10,48,5,0,255,255,255,255,"None","Idle","Idle",,"",,,"","00 ff 00",false,true,false
231,41,"Submarine",3,29,89,14,0,255,255,255,255,"None","Idle","Idle",,"",,,"","00 ff 00",false,true,false
232,41,"Submarine",3,21,89,10,0,255,255,255,255,"None","Idle","Idle",,"",,,"","00 ff 00",false,true,false
233,41,"Submarine",3,27,79,13,0,255,255,255,255,"None","Idle","Idle",,"",,,"","00 ff 00",false,true,false
234,41,"Submarine",3,33,63,16,0,255,255,255,255,"None","Idle","Idle",,"",,,"","00 ff 00",false,true,false
235,41,"Submarine",3,19,63,9,0,255,255,255,255,"None","Idle","Idle",,"",,,"","00 ff 00",false,true,false
236,11,"Riflemen",7,47,53,23,72,255,255,255,255,"None","FortifiedCandidate","Idle",,"",,,"","00 ff 00",false,true,false
237,11,"Riflemen",7,47,55,23,72,255,255,255,95,"Unknown (95)","FortifiedCandidate","Idle",,"",,,"","00 02 00",false,false,false
238,11,"Riflemen",7,48,58,24,8,255,255,255,95,"Unknown (95)","Fortify","Fortifying",,"",,,"","00 02 03",false,false,true
239,11,"Riflemen",7,49,59,24,8,255,255,255,96,"Unknown (96)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
240,11,"Riflemen",7,49,63,24,0,255,255,255,96,"Unknown (96)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
241,11,"Riflemen",7,49,65,24,0,255,255,255,96,"Unknown (96)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
242,22,"Armor",7,48,58,24,8,255,255,255,7,"Mine","Idle","Idle",,"",,,"","00 01 00",false,false,false
243,22,"Armor",7,49,59,24,8,255,255,238,96,"Unknown (96)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
244,11,"Riflemen",7,45,53,22,0,255,255,239,96,"Unknown (96)","Fortify","Fortifying",,"",,,"","00 ff 03",false,true,true
245,11,"Riflemen",7,45,53,22,0,255,255,255,95,"Unknown (95)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
246,11,"Riflemen",7,45,53,22,0,255,255,244,95,"Unknown (95)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
247,11,"Riflemen",7,45,53,22,0,255,255,245,95,"Unknown (95)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
248,11,"Riflemen",7,41,49,20,0,255,255,246,95,"Unknown (95)","Fortify","Fortifying",12,"Casablanca",,,"","00 01 03",false,false,true
249,11,"Riflemen",7,41,49,20,0,255,255,255,94,"Unknown (94)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
250,11,"Riflemen",7,40,58,20,0,255,255,248,94,"Unknown (94)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
251,11,"Riflemen",7,43,69,21,0,255,255,255,9,"Clean Pollution","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
252,11,"Riflemen",7,49,73,24,8,255,255,255,93,"Unknown (93)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
253,11,"Riflemen",7,49,61,24,0,255,255,31,8,"Transform","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
254,11,"Riflemen",7,49,61,24,0,255,255,255,96,"Unknown (96)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
255,43,"Transport",7,49,73,24,8,255,255,253,96,"Unknown (96)","Idle","Idle",,"",,,"","00 01 00",false,false,false
256,38,"Cruiser",7,49,73,24,8,255,255,252,8,"Transform","Idle","Idle",0,"Berlin",,,"","00 ff 00",false,true,false
257,38,"Cruiser",7,49,73,24,8,255,255,255,8,"Transform","Idle","Idle",1,"Vienna",,,"","00 ff 00",false,true,false
258,11,"Riflemen",6,47,49,23,40,255,255,0,8,"Transform","Fortify","Fortifying",,"",,,"","00 ff 03",false,true,true
259,11,"Riflemen",6,47,51,23,136,255,255,255,255,"None","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
260,22,"Armor",6,45,49,22,160,255,255,255,255,"None","Idle","Idle",,"",,,"","00 01 00",false,false,false
261,22,"Armor",6,46,50,23,168,255,255,255,255,"None","Idle","Idle",,"",,,"","00 ff 00",false,true,false
262,11,"Riflemen",7,50,94,25,0,255,255,255,255,"None","Fortify","Fortifying",,"",,,"","00 ff 03",false,true,true
263,11,"Riflemen",7,43,95,21,0,255,255,255,10,"Build Airbase","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
264,11,"Riflemen",7,43,95,21,0,255,255,255,11,"Go To","Fortify","Fortifying",8,"Marseilles",,,"","00 01 03",false,false,true
265,11,"Riflemen",7,79,93,39,0,255,255,7,11,"Go To","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
266,11,"Riflemen",7,31,97,15,0,255,255,255,13,"Unknown (13)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
267,11,"Riflemen",7,83,93,41,0,255,255,255,12,"Unknown (12)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
268,27,"Fighter",7,45,53,22,0,255,255,255,14,"Unknown (14)","Idle","Idle",,"",,,"","00 01 00",false,false,false
269,27,"Fighter",7,45,53,22,0,255,255,247,95,"Unknown (95)","Idle","Idle",13,"Beirut",,,"","00 ff 00",false,true,false
270,22,"Armor",3,66,74,33,0,255,255,12,95,"Unknown (95)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
271,25,"Artillery",3,56,82,28,0,255,255,210,33,"Unknown (33)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
272,1,"Engineers",6,41,43,20,0,255,255,205,3,"Sentry","Idle","Idle",,"",,,"","00 ff 00",false,true,false
273,11,"Riflemen",6,41,43,20,0,255,255,255,15,"Unknown (15)","Fortify","Fortifying",17,"Manchester",,,"","00 ff 03",false,true,true
274,12,"Marines",6,41,43,20,0,255,255,16,15,"Unknown (15)","Fortify","Fortifying",18,"Belfast",,,"","00 01 03",false,false,true
275,12,"Marines",6,41,43,20,0,255,255,17,15,"Unknown (15)","Fortify","Fortifying",19,"Newcastle",,,"","00 01 03",false,false,true
276,11,"Riflemen",6,41,43,20,0,255,255,18,15,"Unknown (15)","Fortify","Fortifying",20,"Edinburgh",,,"","00 01 03",false,false,true
277,11,"Riflemen",6,42,40,21,0,255,255,19,15,"Unknown (15)","Fortify","Fortifying",52,"Baghdad",,,"","00 01 03",false,false,true
278,11,"Riflemen",6,42,42,21,0,255,255,255,15,"Unknown (15)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
279,11,"Riflemen",6,42,44,21,0,255,255,255,15,"Unknown (15)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
280,11,"Riflemen",6,41,45,20,128,255,255,255,15,"Unknown (15)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
281,11,"Riflemen",6,41,41,20,0,255,255,255,15,"Unknown (15)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
282,11,"Riflemen",6,40,44,20,0,255,255,255,15,"Unknown (15)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
283,11,"Riflemen",6,36,42,18,0,255,255,255,15,"Unknown (15)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
284,11,"Riflemen",6,36,44,18,0,255,255,255,17,"Unknown (17)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
285,11,"Riflemen",6,36,48,18,0,255,255,255,16,"Unknown (16)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
286,11,"Riflemen",6,38,36,19,0,255,255,255,16,"Unknown (16)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
287,11,"Riflemen",6,40,38,20,0,255,255,255,17,"Unknown (17)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
288,11,"Riflemen",6,38,46,19,0,255,255,255,17,"Unknown (17)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
289,11,"Riflemen",6,38,46,19,0,255,255,255,16,"Unknown (16)","Fortify","Fortifying",33,"Bucharest",,,"","00 01 03",false,false,true
290,12,"Marines",6,38,46,19,0,255,255,32,16,"Unknown (16)","Fortify","Fortifying",34,"Tripoli",,,"","00 01 03",false,false,true
291,12,"Marines",6,37,39,18,0,255,255,33,16,"Unknown (16)","Fortify","Fortifying",54,"Mosul",,,"","00 01 03",false,false,true
292,11,"Riflemen",6,37,39,18,0,255,255,255,17,"Unknown (17)","Fortify","Fortifying",36,"Bergen",,,"","00 01 03",false,false,true
293,11,"Riflemen",6,37,39,18,0,255,255,35,17,"Unknown (17)","Fortify","Fortifying",37,"Tobruk",,,"","00 01 03",false,false,true
294,11,"Riflemen",6,38,32,19,0,255,255,36,17,"Unknown (17)","Fortify","Fortifying",50,"Antioch",,,"","00 01 03",false,false,true
295,11,"Riflemen",6,38,32,19,0,255,255,255,19,"Unknown (19)","Fortify","Fortifying",39,"Tangiers",,,"","00 01 03",false,false,true
296,11,"Riflemen",6,38,32,19,0,255,255,38,19,"Unknown (19)","Fortify","Fortifying",40,"Lisbon",,,"","00 01 03",false,false,true
297,11,"Riflemen",6,38,26,19,0,255,255,39,19,"Unknown (19)","Fortify","Fortifying",89,"Belgrade",,,"","00 01 03",false,false,true
298,11,"Riflemen",6,38,26,19,0,255,255,255,20,"Unknown (20)","Fortify","Fortifying",42,"Zaragosa",,,"","00 01 03",false,false,true
299,11,"Riflemen",6,38,26,19,0,255,255,41,20,"Unknown (20)","Fortify","Fortifying",43,"Seville",,,"","00 01 03",false,false,true
300,11,"Riflemen",6,40,22,20,0,255,255,42,20,"Unknown (20)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
301,11,"Riflemen",6,40,22,20,0,255,255,255,97,"Unknown (97)","Fortify","Fortifying",45,"Valencia",,,"","00 01 03",false,false,true
302,11,"Riflemen",6,33,31,16,0,255,255,44,97,"Unknown (97)","Fortify","Fortifying",80,"Gorky",,,"","00 01 03",false,false,true
303,11,"Riflemen",6,33,31,16,0,255,255,255,18,"Unknown (18)","Fortify","Fortifying",47,"Ankara",,,"","00 01 03",false,false,true
304,11,"Riflemen",6,33,31,16,0,255,255,46,18,"Unknown (18)","Fortify","Fortifying",48,"Istanbul",,,"","00 01 03",false,false,true
305,25,"Artillery",6,33,31,16,0,255,255,47,18,"Unknown (18)","Idle","Idle",49,"Izmir",,,"","00 01 00",false,false,false
306,22,"Armor",6,37,39,18,0,255,255,48,18,"Unknown (18)","Idle","Idle",87,"Omsk",,,"","00 ff 00",false,true,false
307,22,"Armor",6,37,39,18,0,255,255,37,17,"Unknown (17)","Idle","Idle",51,"Kars",,,"","00 ff 00",false,true,false
308,27,"Fighter",6,41,43,20,0,255,255,50,17,"Unknown (17)","Idle","Idle",55,"Suez",,,"","00 ff 00",false,true,false
309,27,"Fighter",6,41,43,20,0,255,255,20,15,"Unknown (15)","Idle","Idle",53,"Basra",,,"","00 ff 00",false,true,false
310,27,"Fighter",6,38,46,19,0,255,255,52,15,"Unknown (15)","Idle","Idle",90,"Stockholm",,,"","00 ff 00",false,true,false
311,27,"Fighter",6,37,39,18,0,255,255,34,16,"Unknown (16)","Idle","Idle",88,"Helsinki",,,"","00 ff 00",false,true,false
312,43,"Transport",6,3,23,1,8,255,255,51,17,"Unknown (17)","Idle","Idle",,"",,,"","00 ff 03",false,true,true
313,43,"Transport",6,3,31,1,8,255,255,255,22,"Unknown (22)","Idle","Idle",,"",,,"","00 ff 03",false,true,true
314,22,"Armor",6,2,22,1,0,255,255,255,21,"Unknown (21)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
315,22,"Armor",6,2,22,1,0,255,255,255,22,"Unknown (22)","Idle","Idle",59,"Minsk",,,"","00 ff 00",false,true,false
316,22,"Armor",6,2,22,1,0,255,255,58,22,"Unknown (22)","Idle","Idle",60,"Smolensk",,,"","00 ff 00",false,true,false
317,22,"Armor",6,2,22,1,0,255,255,59,22,"Unknown (22)","Idle","Idle",61,"Odessa",,,"","00 ff 00",false,true,false
318,11,"Riflemen",6,2,22,1,0,255,255,60,22,"Unknown (22)","Fortify","Fortifying",62,"Sevastopol",,,"","00 ff 03",false,true,true
319,11,"Riflemen",6,2,22,1,0,255,255,61,22,"Unknown (22)","Fortify","Fortifying",63,"Moscow",,,"","00 01 03",false,false,true
320,12,"Marines",6,1,31,0,0,255,255,62,22,"Unknown (22)","Idle","Idle",69,"Kuibyshev",,,"","00 01 00",false,false,false
321,12,"Marines",6,1,31,0,0,255,255,255,21,"Unknown (21)","Idle","Idle",65,"Krasnovodsk",,,"","00 ff 00",false,true,false
322,11,"Riflemen",6,1,31,0,0,255,255,64,21,"Unknown (21)","Fortify","Fortifying",66,"Astrakhan",,,"","00 ff 03",false,true,true
323,11,"Riflemen",6,1,31,0,0,255,255,65,21,"Unknown (21)","Fortify","Fortifying",67,"Grozny",,,"","00 01 03",false,false,true
324,11,"Riflemen",6,1,31,0,0,255,255,66,21,"Unknown (21)","Fortify","Fortifying",68,"Dnepropetrovsk",,,"","00 01 03",false,false,true
325,11,"Riflemen",6,2,22,1,0,255,255,67,21,"Unknown (21)","Fortify","Fortifying",29,"Warsaw",,,"","00 01 03",false,false,true
326,11,"Riflemen",6,2,22,1,0,255,255,63,22,"Unknown (22)","Fortify","Fortifying",70,"Rostov",,,"","00 01 03",false,false,true
327,11,"Riflemen",6,2,22,1,0,255,255,69,22,"Unknown (22)","Fortify","Fortifying",71,"Kiev",,,"","00 01 03",false,false,true
328,37,"Destroyer",6,3,25,1,0,255,255,70,22,"Unknown (22)","Idle","Idle",77,"Magnitogorsk",,,"","00 01 00",false,false,false
329,37,"Destroyer",6,4,30,2,0,255,255,255,22,"Unknown (22)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
330,22,"Armor",6,1,31,0,0,255,255,255,21,"Unknown (21)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
331,22,"Armor",6,1,31,0,0,255,255,29,21,"Unknown (21)","Idle","Idle",75,"Kazan",,,"","00 ff 00",false,true,false
332,22,"Armor",6,1,31,0,0,255,255,74,21,"Unknown (21)","Idle","Idle",76,"Kursk",,,"","00 ff 00",false,true,false
333,12,"Marines",6,2,22,1,0,255,255,75,21,"Unknown (21)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
334,12,"Marines",6,2,22,1,0,255,255,71,22,"Unknown (22)","Idle","Idle",78,"Orsk",,,"","00 ff 00",false,true,false
335,12,"Marines",6,2,22,1,0,255,255,77,22,"Unknown (22)","Idle","Idle",79,"Murmansk",,,"","00 ff 00",false,true,false
336,40,"Battleship",6,40,22,20,0,255,255,78,22,"Unknown (22)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
337,40,"Battleship",6,40,22,20,0,255,255,45,16,"Unknown (16)","Idle","Idle",81,"Vologda",,,"","00 ff 00",false,true,false
338,38,"Cruiser",6,40,22,20,0,255,255,80,16,"Unknown (16)","Idle","Idle",82,"Batum",,,"","00 ff 00",false,true,false
339,38,"Cruiser",6,40,22,20,0,255,255,81,16,"Unknown (16)","Idle","Idle",83,"Voronezh",,,"","00 ff 00",false,true,false
340,38,"Cruiser",6,40,22,20,0,255,255,82,16,"Unknown (16)","Idle","Idle",84,"Uralsk",,,"","00 ff 00",false,true,false
341,40,"Battleship",6,40,22,20,0,255,255,83,16,"Unknown (16)","Idle","Idle",85,"Krasnoyarsk",,,"","00 ff 00",false,true,false
342,38,"Cruiser",6,40,22,20,0,255,255,84,16,"Unknown (16)","Idle","Idle",86,"Novosibirsk",,,"","00 ff 00",false,true,false
343,37,"Destroyer",6,33,31,16,0,255,255,85,16,"Unknown (16)","Idle","Idle",93,"Bordeaux",,,"","00 ff 00",false,true,false
344,37,"Destroyer",6,38,46,19,0,255,255,49,18,"Unknown (18)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
345,37,"Destroyer",6,38,32,19,0,255,255,54,16,"Unknown (16)","Idle","Idle",92,"Amsterdam",,,"","00 ff 00",false,true,false
346,37,"Destroyer",6,41,43,20,0,255,255,40,19,"Unknown (19)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
347,43,"Transport",6,41,43,20,0,255,255,53,15,"Unknown (15)","Idle","Idle",91,"Tehran",,,"","00 ff 00",false,true,false
348,43,"Transport",6,38,46,19,0,255,255,90,15,"Unknown (15)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
349,43,"Transport",6,40,22,20,0,255,255,88,16,"Unknown (16)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
350,11,"Riflemen",6,38,92,19,0,255,255,86,16,"Unknown (16)","Fortify","Fortifying",,"",,,"","00 ff 03",false,true,true
351,11,"Riflemen",6,38,92,19,0,255,255,255,255,"None","Fortify","Fortifying",95,"Paris",,,"","00 01 03",false,false,true
352,11,"Riflemen",6,39,91,19,0,255,255,94,255,"None","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
353,27,"Fighter",6,39,91,19,0,255,255,255,255,"None","Idle","Idle",97,"Scapa Flow",,,"","00 01 00",false,false,false
354,40,"Battleship",6,39,93,19,0,255,255,96,255,"None","Idle","Idle",,"",,,"","00 ff 00",false,true,false
355,38,"Cruiser",6,38,94,19,16,255,255,255,255,"None","Idle","Idle",,"",,,"","00 ff 00",false,true,false
356,27,"Fighter",6,56,98,28,0,255,255,255,255,"None","Idle","Idle",,"",,,"","00 ff 00",false,true,false
357,11,"Riflemen",6,67,91,33,0,255,255,255,255,"None","Fortify","Fortifying",,"",,,"","00 ff 03",false,true,true
358,43,"Transport",6,73,105,36,0,255,255,25,98,"Unknown (98)","Idle","Idle",,"",,,"","00 01 00",false,false,false
359,11,"Riflemen",6,73,105,36,0,255,255,255,23,"Unknown (23)","Fortify","Fortifying",,"",,,"","00 ff 03",false,true,true
360,11,"Riflemen",6,77,107,38,0,255,255,102,23,"Unknown (23)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
361,11,"Riflemen",6,77,107,38,0,255,255,255,55,"Unknown (55)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
362,22,"Armor",6,77,107,38,0,255,255,104,55,"Unknown (55)","Idle","Idle",,"",,,"","00 01 00",false,false,false
363,11,"Riflemen",6,69,105,34,8,255,255,105,55,"Unknown (55)","Fortify","Fortifying",,"",,,"","00 ff 03",false,true,true
364,38,"Cruiser",6,73,105,36,0,255,255,255,255,"None","Idle","Idle",,"",,,"","00 01 00",false,false,false
365,43,"Transport",6,77,107,38,0,255,255,103,23,"Unknown (23)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
366,11,"Riflemen",6,80,102,40,0,255,255,106,55,"Unknown (55)","Fortify","Fortifying",,"",,,"","00 ff 03",false,true,true
367,22,"Armor",3,52,50,26,0,255,255,255,56,"Unknown (56)","Idle","Idle",,"",,,"","00 01 00",false,false,false
368,22,"Armor",3,53,49,26,0,255,255,255,0,"Unknown (0)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
369,22,"Armor",3,54,50,27,0,255,255,255,0,"Unknown (0)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
370,22,"Armor",3,56,54,28,0,255,255,255,0,"Unknown (0)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
371,22,"Armor",1,149,41,74,0,255,255,220,27,"Unknown (27)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
372,22,"Armor",1,149,39,74,0,255,255,255,255,"None","Idle","Idle",,"",,,"","00 ff 00",false,true,false
373,22,"Armor",1,148,38,74,0,255,255,255,255,"None","Idle","Idle",,"",,,"","00 ff 00",false,true,false
374,22,"Armor",1,148,40,74,0,255,255,255,255,"None","Idle","Idle",,"",,,"","00 ff 00",false,true,false
375,22,"Armor",1,148,38,74,0,255,255,255,255,"None","Idle","Idle",,"",,,"","00 ff 00",false,true,false
376,22,"Armor",1,148,40,74,0,255,255,117,255,"None","Idle","Idle",,"",,,"","00 ff 00",false,true,false
377,11,"Riflemen",1,143,39,71,0,255,255,118,255,"None","Idle","Idle",,"",,,"","00 ff 00",false,true,false
378,11,"Riflemen",1,138,40,69,0,255,255,255,85,"Unknown (85)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
379,11,"Riflemen",1,141,39,70,0,255,255,255,86,"Unknown (86)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
380,11,"Riflemen",1,134,44,67,0,255,255,255,85,"Unknown (85)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
381,10,"Alpine Troops",1,130,44,65,0,255,255,87,86,"Unknown (86)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
382,11,"Riflemen",1,127,43,63,0,255,255,255,86,"Unknown (86)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
383,11,"Riflemen",1,123,43,61,0,255,255,255,87,"Unknown (87)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
384,22,"Armor",1,72,38,36,0,255,255,255,87,"Unknown (87)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
385,22,"Armor",1,68,26,34,0,255,255,45,60,"Unknown (60)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
386,22,"Armor",1,76,34,38,0,255,255,39,57,"Unknown (57)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
387,22,"Armor",1,79,53,39,0,255,255,37,63,"Unknown (63)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
388,27,"Fighter",1,71,53,35,0,255,255,53,73,"Unknown (73)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
389,27,"Fighter",1,64,36,32,0,255,255,47,71,"Unknown (71)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
390,27,"Fighter",1,69,43,34,0,255,255,91,58,"Unknown (58)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
391,11,"Riflemen",1,70,68,35,0,255,255,43,59,"Unknown (59)","Fortify","Fortifying",,"",,,"","00 ff 03",false,true,true
392,11,"Riflemen",1,69,65,34,0,255,255,255,61,"Unknown (61)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
393,11,"Riflemen",1,69,61,34,0,255,255,255,61,"Unknown (61)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
394,11,"Riflemen",1,69,57,34,0,255,255,255,61,"Unknown (61)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
395,11,"Riflemen",1,68,54,34,0,255,255,255,71,"Unknown (71)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
396,11,"Riflemen",1,66,48,33,0,255,255,255,71,"Unknown (71)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
397,11,"Riflemen",1,66,44,33,8,255,255,255,255,"None","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
398,11,"Riflemen",1,64,40,32,0,255,255,255,59,"Unknown (59)","Fortify","Fortifying",,"",,,"","00 01 03",false,false,true
399,1,"Engineers",1,68,26,34,0,255,255,255,58,"Unknown (58)","Idle","Idle",,"",,,"","00 01 00",false,false,false
400,38,"Cruiser",1,74,68,37,0,255,255,129,57,"Unknown (57)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
401,43,"Transport",1,74,68,37,0,255,255,51,62,"Unknown (62)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
402,38,"Cruiser",1,74,68,37,0,255,255,144,62,"Unknown (62)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
403,13,"Paratroopers",1,102,36,51,0,255,255,145,62,"Unknown (62)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
404,22,"Armor",2,78,82,39,0,255,255,81,64,"Unknown (64)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
405,22,"Armor",2,70,80,35,0,255,255,113,47,"Unknown (47)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
406,22,"Armor",4,39,79,19,0,255,255,105,48,"Unknown (48)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
407,1,"Engineers",6,1,23,0,0,255,255,93,38,"Unknown (38)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
408,28,"Bomber",3,50,54,25,0,255,255,255,22,"Unknown (22)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
